Name,Common Names,Scientific Name,Family,Toxicity,Toxic Principles,Clinical Signs,URL,Image URL
"Paper White","","Narcissus spp","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/paper-white","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/paper_whites_narcissus-300x200.jpg?itok=4wXHR1HC"
"Paraguayan Jasmine","","Brunfelsia species","Solanaceae","Dogs; Cats","Brunfelsamidine","Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/paraguayan-jasmine","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r_0.jpg?itok=WpATQ7k4"
"Parsley","","Petroselinum crispum","Apiaceae","Dogs; Cats","Furanocoumarins","Photosensitization (sunburn, dermatitis), large amounts are needed to cause this effect","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/parsley","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/parsley.jpg?itok=YVHSQ14z"
"Peace Begonia","","Begonia rex 'peace'","Begoniaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure (in grazing animals), vomiting, salivation in dogs/cats. Most toxic part is underground.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/peace-begonia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peace-begonia.jpg?itok=Noruf9B-"
"Peace Lily","","Spathiphyllum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/peace-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peace-lily-r.jpg?itok=SD7mt4ss"
"Peach","","Prunus persica","Rosaceae","Dogs; Cats","Cyanogenic glycosides found in some species","Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/peach","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peach_prunus_sp-300x200.jpg?itok=nuRVq0U0"
"Peacock Flower","","Caesalpinia pulcherrima","Fabaceae","Dogs; Cats","GI Irritants, Tannins","Vomiting and diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/peacock-flower","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peacock-flower-r.jpg?itok=6jJnhTxy"
"Pencil Cactus","","Euphorbia tirucalli","Euphorbiaceae","Dogs; Cats","Irritant Sap (latex)","Irritating to the mouth and stomach, sometimes causing vomiting, but generally over-rated in toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pencil-cactus","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pencil-cactus-r.jpg?itok=KHZde8aq"
"Peony","","Paeonis officinalis","Paeniaceae","Dogs; Cats","Paeonol","Vomiting, diarrhea, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/peony","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peony-r.jpg?itok=Awl9mCtq"
"Periwinkle","","Vinca rosea","Apocynaceae","Dogs; Cats","Vinca Alkaloids","Vomiting, diarrhea, low blood pressure, depression, tremors, seizures, coma, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/periwinkle","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/vinca_rosea_periwinkle-300x200.jpg?itok=EysDZKuB"
"Pie Plant","","Rheum rhabarbarium","Polygonaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure (in grazing animals), vomiting, salivation in dogs/cats. Most toxic parts are leaves and roots.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pie-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rhubarb-r.jpg?itok=6XoJ2h6H"
"Philodendron Pertusum","","Philodendron spp","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/philodendron-pertusum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/philodendron-pertusum.jpg?itok=DklKCaZS"
"Pig Lily","","Zantedeschia aethiopica","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pig-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-lily-r.jpg?itok=UAK_hrAS"
"Pieris","","Pieris japonica","Ericaceae","Dogs; Cats","Grayanotoxins","Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pieris","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pieris_japonica_andromeda_japonica-300x200.jpg?itok=wUjFsOt6"
"Pigtail Plant","","Anthurium scherzeranum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pigtail-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=YtLpSaN7"
"Pink Pearl","","Begonia semperflorens cultivar","Begoniaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure (rare in dogs/cats), tremors, salivation.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pink-pearl","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pink-pearl.jpg?itok=SNq8_1RH"
"Pinks","","Dianthus caryophyllus","Caryophyllaceae","Dogs; Cats","Unknown irritant","Mild gastrointestinal signs, mild dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pinks","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wild-carnation-r.jpg?itok=g3tTYBLY"
"Plantain Lily","","Hosta plantaginea","Liliaceae","Dogs; Cats","Saponins","Vomiting, diarrhea, depression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/plantain-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hosta-r.jpg?itok=hj37R8UO"
"Plum","","Prunus domestica","Rosaceae","Dogs; Cats","Cyanogenic glycosides found in some species","Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/plum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/plum.jpg?itok=UL63tlVL"
"Plumosa Fern","","Asparagus densiflorus cv sprengeri","Liliaceae","Dogs; Cats","","Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/plumosa-fern","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus_densiflorus_cv_sprengeri_plumosa_fern-300x200.jpg?itok=pZyWsfu2"
"Poinsettia","","Euphorbia pulcherrima","Euphorbiaceae","Dogs; Cats","Irritant sap","Irritating to the mouth and stomach, sometimes causing vomiting, but generally over-rated in toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/poinsettia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/poinsettia.jpg?itok=X53rYw5d"
"Poinciana","","Caesalpinia gilliessi","Leguminosae","Dogs; Cats","GI irritants","Intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing, incoordination (rare)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/poinciana","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/poinciana-r.jpg?itok=63gtk7vi"
"Poison Daisy","","Anthemis cotula","Asteraceae","Dogs; Cats","Volatile oil; bisabolol, chamazulene, anthemic acid, tannic acid","Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/poison-daisy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mayweed-r.jpg?itok=b59wGo46"
"Poison Hemlock","","Conium maculatum","Umbelliferae","Dogs; Cats","Various alkaloids","Agitation, tremors, drooling, diarrhea, paralysis, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/poison-hemlock","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/poison-hemlock-r.jpg?itok=cE4fiLPU"
"Portulaca","","Portulaca oleracea","Portulacaceae","Dogs; Cats","Soluble calcium oxalates","Muscle weakness, depression, diarrhea","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/portulaca","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/moss-rose-r.jpg?itok=znzVwgFV"
"Poison Parsnip","","Cicuta maculata","Apiaceae","Dogs; Cats","Cicutoxin","Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/poison-parsnip","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cowbane-r.jpg?itok=9ifZrOK_"
"Primrose","","Primula vulgaris","Primulaceae","Dogs; Cats","Unknown","Mild vomiting","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/primrose","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/primrose-r.jpg?itok=mdyZ4fEr"
"Pride-of-India","","Melia azedarach","Meliaceae","Dogs; Cats","Tetranortriterpenes (meliatoxins)","Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/pride-india","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=fcSfmLRT"
"Privet","","Ligustrum japonicum","Oleaceae","Dogs; Cats","Terpenoid glycosides","Gastrointestinal upset (most common), incoordination, increased heart rate, death (rare).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/privet","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/common-privet-r.jpg?itok=HzT5-Vmr"
"Purslane","","Portulaca oleracea","Portulacaceae","Dogs; Cats","Soluble calcium oxalates","","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/purslane","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/portulaca_oleracea_purslane-300x200.jpg?itok=MK9EVpp0"
"Queensland Nut","","Macadamia integrifolia","Proteaceae","Dogs","Unknown","Dogs: depression, weakness (especially of rear limbs), vomiting, tremors.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/queensland-nut","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/queensland_nut_600x400.jpg?itok=GtuUoOPx"
"Racemose asparagus","","Asparagus densiflorus cv sprengeri","Liliaceae","Dogs; Cats","","allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/racemose-asparagus","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=YNshxWGZ"
"Ragwort","","Senecio species","Compositae","Dogs; Cats","Pyrrolizidine alkaloids","The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as """"walking disease"""" or """"sleepy staggers"""". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week. Liver damage, depression, anorexia, vomiting, diarrhea, muddy mucous membranes, weakness, ataxia.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/ragwort","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ragwort-r.jpg?itok=Qi6r-qpw"
"Ranger's Button","","Sphenosciadium capitellatum","Apiaceae","Dogs; Cats","Furanocoumarins","Photosensitization (sunburn, dermatitis), large amounts are needed to cause this effect","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rangers-button","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rangers-button-r.jpg?itok=RymZjt3o"
"Red Princess","","Philodendron bipennifolium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/red-princess",""
"Red Emerald","","Philodendron bipennifolium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/red-emerald",""
"Rex Begonia","","Begonia rex","Begoniaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure (in grazing animals), vomiting, salivation in dogs/cats. Most toxic part is underground.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rex-begonia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rex-begonia.jpg?itok=Sw2VeSbS"
